web-scraper-order,web-scraper-start-url,detail,pagi
"1655044402-897","https://wsjkw.sh.gov.cn/yqtb/index.html","上海4月28日无新增本地新冠肺炎确诊病例 新增境外输入1例 治愈出院3例",""
"1655044402-2","https://wsjkw.sh.gov.cn/yqtb/index.html","6月10日（0-24时）本市各区确诊病例、无症状感染者居住地和当前全市风险地区信息",""
"1655044402-1031","https://wsjkw.sh.gov.cn/yqtb/index.html","市卫健委公布2月14日新增7名武汉来沪确诊病例情况",""
"1655044402-338","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月23日，无新增本地新冠肺炎确诊病例 新增境外输入9例 治愈出院5例",""
"1655044402-616","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月20日无新增本地新冠肺炎确诊病例 新增境外输入8例  治愈出院5例",""
"1655044402-462","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年5月25日，无新增本地新冠肺炎确诊病例 新增境外输入6例 治愈出院4例",""
"1655044402-550","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年2月24日，无新增本地新冠肺炎确诊病例 新增境外输入病例3例 治愈出院4例",""
"1655044402-917","https://wsjkw.sh.gov.cn/yqtb/index.html","【快讯】上海今天又有4例确诊病例痊愈出院，累计治愈出院516人",""
"1655044402-648","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月19日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院8例",""
"1655044402-729","https://wsjkw.sh.gov.cn/yqtb/index.html","上海8月30日无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院6例",""
"1655044402-152","https://wsjkw.sh.gov.cn/yqtb/index.html","3月25日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-813","https://wsjkw.sh.gov.cn/yqtb/index.html","上海6月21日无新增本地新冠肺炎确诊病例 新增境外输入3例",""
"1655044402-1012","https://wsjkw.sh.gov.cn/yqtb/index.html","上海公布2月22日（0-24时） 确诊病例涉及区域和场所情况",""
"1655044402-720","https://wsjkw.sh.gov.cn/yqtb/index.html","上海9月8日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院3例",""
"1655044402-776","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有2例确诊病例今日出院，共计708例治愈出院",""
"1655044402-997","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有4例确诊病例3月4日出院",""
"1655044402-106","https://wsjkw.sh.gov.cn/yqtb/index.html","4月17日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-414","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年7月13日，无新增本地新冠肺炎确诊病例 新增境外输入5例",""
"1655044402-1024","https://wsjkw.sh.gov.cn/yqtb/index.html","上海公布2月16日（0-24时） 确诊病例涉及区域和场所情况",""
"1655044402-879","https://wsjkw.sh.gov.cn/yqtb/index.html","上海5月9日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院3例",""
"1655044402-618","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月18日无新增本地新冠肺炎确诊病例 新增境外输入8例  治愈出院4例",""
"1655044402-952","https://wsjkw.sh.gov.cn/yqtb/index.html","上海3月30日无新增本地新冠肺炎确诊病例，新增境外输入11例",""
"1655044402-593","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年1月12日,无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院6例",""
"1655044402-472","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年5月15日，无新增本地新冠肺炎确诊病例 新增境外输入2例 治愈出院3例",""
"1655044402-456","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年5月31日，无新增本地新冠肺炎确诊病例 新增境外输入7例 治愈出院4例",""
"1655044402-1044","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有4例确诊病例2月11日出院",""
"1655044402-1046","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有4例确诊病例2月10日出院",""
"1655044402-971","https://wsjkw.sh.gov.cn/yqtb/index.html","上海3月19日无新增本地新冠肺炎确诊病例， 新增境外输入8例",""
"1655044402-285","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年11月18日，无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院5例",""
"1655044402-400","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年7月27日，无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院1例",""
"1655044402-1035","https://wsjkw.sh.gov.cn/yqtb/index.html","快讯！上海又有28例确诊病例今日痊愈出院，目前共90例出院",""
"1655044402-94","https://wsjkw.sh.gov.cn/yqtb/index.html","4月23日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-621","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月15日无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院4例",""
"1655044402-1003","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有8例确诊病例2月29日出院",""
"1655044402-638","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月28日无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院9例",""
"1655044402-617","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月19日无新增本地新冠肺炎确诊病例 新增境外输入11例  治愈出院10例",""
"1655044402-1070","https://wsjkw.sh.gov.cn/yqtb/index.html","上海今天又有4例确诊病例痊愈出院，目前共有9例出院",""
"1655044402-17","https://wsjkw.sh.gov.cn/yqtb/index.html","6月2日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-949","https://wsjkw.sh.gov.cn/yqtb/index.html","上海没有处在医学观察中的无症状感染者，一直严格按照确诊病例管控",""
"1655044402-95","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年4月23日，新增本土新冠肺炎确诊病例1401例 新增本土无症状感染者19657例 无新增境外输入性新冠肺炎确诊病例 无新增境外输入性无症状感染者",""
"1655044402-979","https://wsjkw.sh.gov.cn/yqtb/index.html","今天0-12时，上海无新增新型冠状病毒肺炎确诊病例",""
"1655044402-355","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月4日，无新增本地新冠肺炎确诊病例 新增境外输入9例  治愈出院9例",""
"1655044402-63","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年5月9日，新增本土新冠肺炎确诊病例234例 新增本土无症状感染者2780例 无新增境外输入性新冠肺炎确诊病例 新增境外输入性无症状感染者3例",""
"1655044402-859","https://wsjkw.sh.gov.cn/yqtb/index.html","市卫健委通报：上海今天上午新增一例新冠肺炎确诊病例",""
"1655044402-540","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年3月6日，无新增本地新冠肺炎确诊病例 新增境外输入2例 治愈出院1例",""
"1655044402-786","https://wsjkw.sh.gov.cn/yqtb/index.html","上海7月12日无新增本地新冠肺炎确诊病例 新增境外输入1例",""
"1655044402-791","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有1例确诊病例今日出院，共计689例治愈出院",""
"1655044402-560","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年2月12日，无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院6例",""
"1655044402-1016","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有12例确诊病例2月21日出院",""
"1655044402-887","https://wsjkw.sh.gov.cn/yqtb/index.html","上海5月4日无新增本地新冠肺炎确诊病例 新增境外输入1例 治愈出院4例",""
"1655044402-702","https://wsjkw.sh.gov.cn/yqtb/index.html","上海9月26日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院2例",""
"1655044402-810","https://wsjkw.sh.gov.cn/yqtb/index.html","上海6月23日无新增本地新冠肺炎确诊病例 新增境外输入2例",""
"1655044402-1038","https://wsjkw.sh.gov.cn/yqtb/index.html","快讯！上海公布2月11日（0-24时）确诊病例涉及区域和场所情况",""
"1655044402-607","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月29日无新增本地新冠肺炎确诊病例 新增境外输入7例 治愈出院11例",""
"1655044402-218","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月21日，无新增本土新冠肺炎确诊病例 新增境外输入22例  治愈出院29例",""
"1655044402-608","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月28日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院5例",""
"1655044402-673","https://wsjkw.sh.gov.cn/yqtb/index.html","上海10月25日无新增本地新冠肺炎确诊病例 新增境外输入11例  治愈出院11例",""
"1655044402-286","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年11月17日，无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院4例",""
"1655044402-989","https://wsjkw.sh.gov.cn/yqtb/index.html","今天0-12时，上海新增2例输入型新型冠状病毒肺炎确诊病例",""
"1655044402-624","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月12日无新增本地新冠肺炎确诊病例 新增境外输入10例  治愈出院3例",""
"1655044402-601","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年1月4日，无新增本地新冠肺炎确诊病例 新增境外输入6例  无治愈出院病例",""
"1655044402-371","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年8月21日，新增本地新冠肺炎确诊病例3例 新增境外输入9例  治愈出院1例",""
"1655044402-664","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月3日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院5例",""
"1655044402-543","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年3月3日，无新增本地新冠肺炎确诊病例 新增境外输入5例 治愈出院4例",""
"1655044402-740","https://wsjkw.sh.gov.cn/yqtb/index.html","上海8月19日0-24时，无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院15例",""
"1655044402-273","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年11月30日，无新增本土新冠肺炎确诊病例 新增境外输入3例",""
"1655044402-1077","https://wsjkw.sh.gov.cn/yqtb/index.html","国家卫健委确认上海首例输入性 新型冠状病毒感染的肺炎确诊病例",""
"1655044402-216","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月23日，无新增本土新冠肺炎确诊病例 新增境外输入22例 治愈出院45例",""
"1655044402-499","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年4月18日，无新增本地新冠肺炎确诊病例 新增境外输入1例 治愈出院1例",""
"1655044402-169","https://wsjkw.sh.gov.cn/yqtb/index.html","“随申办”上线“居家健康监测证明”服务，部分区已可使用",""
"1655044402-449","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年6月7日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院8例",""
"1655044402-905","https://wsjkw.sh.gov.cn/yqtb/index.html","上海4月24日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院14例",""
"1655044402-793","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有3例确诊病例今日出院，共计688例治愈出院",""
"1655044402-8","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年6月8日，新增本土新冠肺炎确诊病例4例 新增本土无症状感染者5例 无新增境外输入性新冠肺炎确诊病例 新增境外输入性无症状感染者5例",""
"1655044402-331","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年10月2日，无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院5例",""
"1655044402-503","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年4月14日，无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院5例",""
"1655044402-161","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年3月21日，新增本土新冠肺炎确诊病例31例 新增本土无症状感染者865例 新增境外输入性新冠肺炎确诊病例8例 新增境外输入性无症状感染者3例 治愈出院140例  解除医学观察无症状感染者186例",""
"1655044402-320","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年10月13日，无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院1例",""
"1655044402-310","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年10月22日，无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院5例",""
"1655044402-343","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月17日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院4例",""
"1655044402-539","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年3月7日，无新增本地新冠肺炎确诊病例 新增境外输入5例 治愈出院5例",""
"1655044402-83","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年4月29日，新增本土新冠肺炎确诊病例1249例 新增本土无症状感染者8932例 新增境外输入性新冠肺炎确诊病例1例 无新增境外输入性无症状感染者",""
"1655044402-341","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月20日，无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院6例",""
"1655044402-205","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年2月2日，无新增本土新冠肺炎确诊病例 新增境外输入9例  治愈出院11例",""
"1655044402-561","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年2月11日，无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院7例",""
"1655044402-87","https://wsjkw.sh.gov.cn/yqtb/index.html","4月27日（0-24时）上海新增1292例本土新冠肺炎确诊病例，新增9330例本土无症状感染者",""
"1655044402-191","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年2月23日，无新增本土新冠肺炎确诊病例 新增境外输入性新冠肺炎确诊病例24例 新增境外输入性无症状感染者8例 治愈出院8例",""
"1655044402-742","https://wsjkw.sh.gov.cn/yqtb/index.html","上海8月17日0-24时，无新增本地新冠肺炎确诊病例 新增境外输入14例  治愈出院3例",""
"1655044402-228","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月11日，无新增本土新冠肺炎确诊病例 新增境外输入性新冠肺炎确诊病例20例 新增境外输入性无症状感染者1例 治愈出院12例",""
"1655044402-1053","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有11例确诊病例2月8日出院",""
"1655044402-951","https://wsjkw.sh.gov.cn/yqtb/index.html","上海今天又有3例确诊病例痊愈出院，累计341人",""
"1655044402-271","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增2例本土确诊病例，浦东新区一小区列为中风险地区，截至17时6501名相关人员核酸检测结果均为阴性",""
"1655044402-549","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年2月25日，无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院10例",""
"1655044402-739","https://wsjkw.sh.gov.cn/yqtb/index.html","上海8月20日无新增本地新冠肺炎确诊病例 新增境外输入11例  治愈出院8例",""
"1655044402-111","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年4月15日，新增本土新冠肺炎确诊病例3590例 新增本土无症状感染者19923例 新增境外输入性新冠肺炎确诊病例4例 新增境外输入性无症状感染者2例",""
"1655044402-944","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有8例确诊病例今日出院，共计356例治愈出院",""
"1655044402-243","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年12月28日，无新增本土新冠肺炎确诊病例 新增境外输入11例  治愈出院4例",""
"1655044402-610","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月26日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院7例",""
"1655044402-19","https://wsjkw.sh.gov.cn/yqtb/index.html","6月1日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-770","https://wsjkw.sh.gov.cn/yqtb/index.html","上海7月24日无新增本地新冠肺炎确诊病例 新增境外输入2例",""
"1655044402-906","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有14例确诊病例今日出院，共计547例治愈出院",""
"1655044402-622","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月14日无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院6例",""
"1655044402-133","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年4月4日，新增本土新冠肺炎确诊病例268例 新增本土无症状感染者13086例 新增境外输入性新冠肺炎确诊病例3例 新增境外输入性无症状感染者2例 治愈出院27例",""
"1655044402-70","https://wsjkw.sh.gov.cn/yqtb/index.html","5月5日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-99","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年4月21日，新增本土新冠肺炎确诊病例1931例 新增本土无症状感染者15698例 无新增境外输入性新冠肺炎确诊病例 无新增境外输入性无症状感染者",""
"1655044402-690","https://wsjkw.sh.gov.cn/yqtb/index.html","上海10月8日无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院5例",""
"1655044402-914","https://wsjkw.sh.gov.cn/yqtb/index.html","上海4月19日无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院5例",""
"1655044402-1054","https://wsjkw.sh.gov.cn/yqtb/index.html","快讯！上海公布2月6日（0-24时）确诊病例涉及区域和场所情况",""
"1655044402-251","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年12月20日，无新增本土新冠肺炎确诊病例 新增境外输入5例  治愈出院3例",""
"1655044402-134","https://wsjkw.sh.gov.cn/yqtb/index.html","4月3日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-222","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月17日，无新增本土新冠肺炎确诊病例 新增境外输入17例  治愈出院13例",""
"1655044402-710","https://wsjkw.sh.gov.cn/yqtb/index.html","上海9月18日无新增本地新冠肺炎确诊病例 新增境外输入2例   治愈出院1例",""
"1655044402-454","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年6月2日，无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院2例",""
"1655044402-437","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年6月19日，无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院1例",""
"1655044402-987","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有1例确诊病例3月11日出院",""
"1655044402-238","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月1日，无新增本土新冠肺炎确诊病例 新增境外输入18例 治愈出院12例",""
"1655044402-224","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月15日，无新增本土新冠肺炎确诊病例 新增本土无症状感染者3例 新增境外输入性无症状感染者2例 新增境外输入性新冠肺炎确诊病例24例  治愈出院6例",""
"1655044402-830","https://wsjkw.sh.gov.cn/yqtb/index.html","上海昨日无新增本地新冠肺炎确诊病例，无新增境外输入性新冠肺炎确诊病例，治愈出院1例",""
"1655044402-14","https://wsjkw.sh.gov.cn/yqtb/index.html","6月4日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-644","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月22日新增2例本地新冠肺炎确诊病例 新增境外输入1例  治愈出院3例",""
"1655044402-167","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年3月17日，新增本土新冠肺炎确诊病例57例 新增本土无症状感染者203例 新增境外输入性新冠肺炎确诊病例10例 新增境外输入性无症状感染者2例 治愈出院54例  解除医学观察无症状感染者38例",""
"1655044402-495","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年4月22日，无新增本地新冠肺炎确诊病例 新增境外输入5例 治愈出院4例",""
"1655044402-918","https://wsjkw.sh.gov.cn/yqtb/index.html","上海4月17日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院23例",""
"1655044402-1037","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有5例确诊病例2月13日出院",""
"1655044402-225","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月14日，无新增本土新冠肺炎确诊病例 新增境外输入43例  治愈出院8例",""
"1655044402-946","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有5例确诊病例今日出院，共计348例治愈出院",""
"1655044402-930","https://wsjkw.sh.gov.cn/yqtb/index.html","上海4月11日无新增本地新冠肺炎确诊病例 新增境外输入52例  治愈出院3例",""
"1655044402-796","https://wsjkw.sh.gov.cn/yqtb/index.html","上海7月4日无新增本地新冠肺炎确诊病例 新增境外输入1例",""
"1655044402-385","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年8月10日，无新增本地新冠肺炎确诊病例 新增境外输入4例   治愈出院4例",""
"1655044402-34","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年5月25日，新增本土新冠肺炎确诊病例48例 新增本土无症状感染者290例 新增境外输入性新冠肺炎确诊病例1例 新增境外输入性无症状感染者4例",""
"1655044402-700","https://wsjkw.sh.gov.cn/yqtb/index.html","上海9月28日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院3例",""
"1655044402-547","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年2月27日，无新增本地新冠肺炎确诊病例 无新增境外输入性确诊病例   治愈出院4例",""
"1655044402-268","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年12月4日，无新增本土新冠肺炎确诊病例 新增境外输入4例  治愈出院4例",""
"1655044402-409","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年7月18日，无新增本地新冠肺炎确诊病例 新增境外输入4例 治愈出院1例",""
"1655044402-460","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年5月27日，无新增本地新冠肺炎确诊病例 新增境外输入2例 治愈出院6例",""
"1655044402-559","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年2月14日，无新增本地新冠肺炎确诊病例 新增境外输入1例   治愈出院7例",""
"1655044402-602","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年1月3日，无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院5例",""
"1655044402-464","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年5月23日，无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院0例",""
"1655044402-1049","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增1例新型冠状病毒感染的肺炎确诊病例",""
"1655044402-433","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年6月23日，无新增本地新冠肺炎确诊病例 无新增境外输入病例 治愈出院17例",""
"1655044402-118","https://wsjkw.sh.gov.cn/yqtb/index.html","4月11日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-45","https://wsjkw.sh.gov.cn/yqtb/index.html","【最新】5月18日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-1071","https://wsjkw.sh.gov.cn/yqtb/index.html","快讯！上海今天又有1例确诊病例痊愈出院，目前共有5例出院",""
"1655044402-692","https://wsjkw.sh.gov.cn/yqtb/index.html","上海10月6日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院2例",""
"1655044402-780","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有5例确诊病例今日出院，共计699例治愈出院",""
"1655044402-871","https://wsjkw.sh.gov.cn/yqtb/index.html","上海5月14日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 新增治愈出院5例",""
"1655044402-318","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年10月15日，无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院4例",""
"1655044402-910","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有2例确诊病例今日出院，共计532例治愈出院",""
"1655044402-821","https://wsjkw.sh.gov.cn/yqtb/index.html","上海6月14日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院1例",""
"1655044402-660","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月7日无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院14例",""
"1655044402-165","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年3月19日，新增本土新冠肺炎确诊病例17例 新增本土无症状感染者492例 新增境外输入性新冠肺炎确诊病例5例 新增境外输入性无症状感染者2例 治愈出院121例  解除医学观察无症状感染者68例",""
"1655044402-137","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年4月2日，新增本土新冠肺炎确诊病例438例 新增本土无症状感染者7788例 新增境外输入性新冠肺炎确诊病例6例 新增境外输入性无症状感染者1例 治愈出院31例",""
"1655044402-507","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年4月10日，无新增本地新冠肺炎确诊病例 新增境外输入2例，治愈出院5例",""
"1655044402-315","https://wsjkw.sh.gov.cn/yqtb/index.html","外省通报离沪旅游的6名确诊病例和1名无症状感染者，其在沪相关人员和场所核酸检测结果均为阴性",""
"1655044402-1027","https://wsjkw.sh.gov.cn/yqtb/index.html","上海公布2月15日（0-24时） 确诊病例涉及区域和场所情况",""
"1655044402-824","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有1例确诊病例今日出院，共计666例治愈出院",""
"1655044402-518","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年3月29日，无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院1例",""
"1655044402-443","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年6月13日，无新增本地新冠肺炎确诊病例 新增境外输入5例",""
"1655044402-300","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年11月1日，无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院9例",""
"1655044402-750","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有3例确诊病例8月11日出院",""
"1655044402-217","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月22日，无新增本土新冠肺炎确诊病例 新增境外输入13例  治愈出院38例",""
"1655044402-90","https://wsjkw.sh.gov.cn/yqtb/index.html","【最新】4月25日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-886","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有1例确诊病例今日出院，共计620例治愈出院",""
"1655044402-1058","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增3例新型冠状病毒感染的肺炎确诊病例",""
"1655044402-820","https://wsjkw.sh.gov.cn/yqtb/index.html","上海6月15日无新增本地新冠肺炎确诊病例 新增境外输入3例",""
"1655044402-1039","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增5例新型冠状病毒肺炎确诊病例",""
"1655044402-375","https://wsjkw.sh.gov.cn/yqtb/index.html","权威发布！本市公布8月18日确诊本土病例溯源情况",""
"1655044402-980","https://wsjkw.sh.gov.cn/yqtb/index.html","昨日12-24时，上海新增1例境外输入型新型冠状病毒肺炎确诊病例",""
"1655044402-936","https://wsjkw.sh.gov.cn/yqtb/index.html","上海4月8日无新增本地新冠肺炎确诊病例 新增境外输入9例 治愈出院11例",""
"1655044402-96","https://wsjkw.sh.gov.cn/yqtb/index.html","4月22日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-661","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月6日无新增本地新冠肺炎确诊病例 新增境外输入11例  治愈出院6例",""
"1655044402-766","https://wsjkw.sh.gov.cn/yqtb/index.html","上海7月27日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院1例",""
"1655044402-591","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年1月14日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院8例",""
"1655044402-434","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年6月22日，无新增本地新冠肺炎确诊病例 新增境外输入6例 治愈出院2例",""
"1655044402-303","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年10月29日，无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院4例",""
"1655044402-336","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月25日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院2例",""
"1655044402-923","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有17例确诊病例今日出院，共计485例治愈出院",""
